file_path,feature
03 Jodaee.mp3,"[-104.34923    138.6204     -22.627092    45.41707     -8.804564
   23.216135   -14.260191    11.820967    -3.3521035    0.8666576
   -7.776058     3.7352874   -6.564557 ]"
1344378826.mp3,"[-186.98361    161.4344       8.158149    26.697084   -15.524071
   23.184736   -11.037361    -2.4268243   -6.5985794   -1.9464562
   -1.5153751   -3.6871178    0.5566353]"
PAPA ASLI   - Bade Vibe Am ( Free Style - (Prod By.1numby)Sl.mp3,"[-158.36932    152.58076    -39.727448    58.265514    -8.2442
   13.7207985   -6.8054338   12.817134    -7.0954757    8.299594
   -7.09035      0.3106641    5.2703433]"
KarBazi - Arshiya Parvane - Karbazi III.mp3,"[-104.6019     124.003426   -23.635029    38.12882    -14.917139
   23.829617    -8.614987     9.827756    -2.7501686    7.8275337
    2.1168137   10.099827     5.14271  ]"
1|1 - Butterfly Style (Free$tyle) - PaPa Asli (320).mp3,"[-229.77354     135.75444       8.3432       39.009727     -2.8340561
   21.897617     -0.7357978     0.88537127    7.6038113    -4.2712297
    4.6880245    -6.699797      0.98888445]"
Alireza Assar Afarin.mp3,"[-135.9793     129.67612     -5.941632    33.375294   -13.467847
   11.167521   -11.197484    13.869743    -4.1401124    2.1707473
   -5.3502774    2.6463342   -3.2611198]"
Alireza Ghorbani - Bi Gonah (320).mp3,"[-1.8214958e+02  1.4712556e+02 -6.6147175e+00  3.7763966e+01
 -7.7352858e+00  1.6088663e+01 -1.1365603e+01  8.6734638e+00
  5.3876139e-02 -7.6097894e+00 -9.8755112e+00  2.1434085e+00
  1.0068280e+00]"
Mahdyar - Fadaei - Atish.mp3,"[-166.01071    113.873474    -6.5982213   43.8661     -14.016227
   30.52113     -2.8098874    5.7982574   -6.184224    11.052679
   -8.2864       4.469816     5.3740835]"
"Mahdyar - Fadaei, Shapur - Mosallahim.mp3","[-171.92375     121.73094      -8.617633     40.5789      -15.444713
   24.541052     -6.936222      7.9548755    -0.80735564    1.837409
   -2.929929      3.7450395     0.53383434]"
Mahdyar - Fadaei - Khaen.mp3,"[-135.90714     128.11435      -5.643607     52.771984    -14.517028
   29.780994     -0.96621543   11.722048    -10.084138     11.245455
   -2.645424      1.7108765     2.592483  ]"
Mahdyar - Fadaei - Beluga.mp3,"[-165.79102    125.62451     -1.784244    36.58173    -18.83619
   33.627228    -7.244946     0.7434344   -3.2160935    1.1696541
   -7.9482594    1.0612285   -5.042821 ]"
RapIRAN_i Bbal tarik.mp3,"[-170.18037     159.0657       16.416044     32.86599     -14.200079
   21.59911      -3.1921892    12.074438     -0.40648586    4.236582
   -1.1302488     3.6963115     4.402989  ]"
Alireza Ghorbani - Eshtiyagh.mp3,"[-261.05206    206.1611     -38.098957     8.321305    32.276882
  -12.655852    -1.9763278    5.8081985   -0.6800293   -4.0080037
   -8.526007    -5.2856045   -6.8495746]"
HAYDH - RFTM - (Music-Pars).mp3,"[-187.58388    129.7005     -41.478077    31.689629   -49.569218
   14.810852   -15.8715315    3.9611034    3.213919   -27.28301
    4.4835496  -18.707802     4.404382 ]"
Alireza-Ghorbani-Cheshmhayash-(Dashti)-(Ft-Hesam-Naseri)-128.mp3,"[-203.12895     171.56213      -8.954336     36.642494      9.638188
    2.7159579   -11.148102      0.35614842   -7.8905416    -7.7220473
   -5.40213      -1.5516881    -2.9966543 ]"
Alireza Ghorbani - Sobhe Azadi (Iromusic).mp3,"[-211.10693    163.0084      12.070145    28.53887     -2.677653
   14.269453     0.5007459   11.496624    18.391954    -2.3046649
    1.3314897    3.8886707    9.245453 ]"
Alireza Ghorbani - Eshgh Asan Nadarad (128).mp3,"[-143.05276     174.64194     -12.557172     28.078112      5.7974386
   14.714736    -17.586864     10.581318     -4.4421635    -5.4275303
  -10.921676     -0.42053217    3.1219454 ]"
01 Raftamo Bare Safar Bastam.mp3,"[-198.88133     169.17015     -23.794538     13.300609     -5.9114795
   14.096277     -8.804875      7.0103126     5.8290067    -8.261704
   -2.6068444     2.6130495     0.43301532]"
Alireza Ghorbani - Ghatrehaye Baran (320).mp3,"[-2.3934933e+02  1.5286528e+02 -2.1270189e+01  9.8158598e+00
 -8.0874228e-01 -6.2852459e+00 -1.3358616e+01 -3.2124996e-02
 -5.1138997e+00 -1.0132224e+01 -9.1930790e+00 -1.2402917e+01
 -1.1449239e+01]"
Telegram | icyRemix Podcast Qofli.mp3,"[-137.68184     138.23276       7.1785097    42.26245      -8.02683
   21.825308    -13.423527     11.342408     -0.15719533    1.200103
   -4.4839697     4.772858      1.8570868 ]"
@Nalepale - Ayineh - Arshia Parvane.mp3,"[-124.375725    145.68106      -9.452135     46.69811      -5.33859
   29.967966    -10.125494      7.134157     -0.73006827   10.197826
    1.0079743     6.7006526     5.181179  ]"
Alireza-Ghorbani-Khiale-Khosh-320.mp3,"[-1.8927893e+02  1.5543042e+02 -9.0582037e+00  2.8324917e+01
 -4.4513783e+00  1.4142894e+01 -1.6246960e+01  3.5396709e+00
 -4.9105909e-01 -5.6661334e+00 -7.5422921e+00 -3.2340176e-02
  1.3184685e+00]"
Future & Metro Boomin – We Still Don't Trust You.mp3,"[-127.08338    151.72533      6.335425    36.283215    -6.2969704
   10.809501    -5.565647     8.08815     -4.142341     1.6538112
   -3.0094576    5.431024     2.196773 ]"
Always Be My Fault - Future  Metro Boomin  The Weeknd (320).mp3,"[-123.31669    160.81186    -13.634564    20.772703    -6.374216
   14.680314    -9.80446      5.95643      3.562228     1.2253374
   -1.9396577    6.616737     1.9292363]"
02 Young Metro.m4a,"[-129.82278     140.14503      -0.14794372   29.275288     -6.4281726
   31.969412     -8.081934     10.388017      2.6805756     0.6971609
    1.1234199     7.0608134     3.5562143 ]"
Future – Purple Reign.mp3,"[-184.14668    164.69173      9.143476    19.527527     5.015753
   28.225689     6.7586727    9.139659     3.761627     1.8652359
    2.2213273    2.275709     5.3402114]"
don_toliver_purple_rain_feat_future_metro_boomin_official_audio.mp3,"[-1.1854715e+02  1.5881735e+02 -1.4816411e+01  3.2712048e+01
 -1.2290659e+01  1.9486210e+01 -7.7174196e+00  3.9093263e+00
 -6.6693645e+00 -2.1762457e+00  2.5785583e-01  1.0257429e-01
  4.2934513e+00]"
01 We Don't Trust You.m4a,"[-163.66222    160.56128     18.395584    25.652754    -2.0582786
   19.220434    -6.352949     5.049411     2.3737261    2.3120983
    2.071422     2.4082005    1.5515606]"
1|17 - One Big Family - Future  Metro Boomin (320).mp3,"[-139.6848      150.76743       2.5472813    26.64872       2.4758575
   20.355639     -5.4530325     7.10431      -1.7913499     3.960198
   -0.35025975    3.881778      2.3921294 ]"
Metro Boomin - Superhero (Heroes   Villains).mp3,"[-111.772896   144.55823     -1.2263575   22.94801    -12.39033
   21.257809     1.0509026   10.210909    -4.4924526    6.3904314
   -1.867852     1.7486      -0.4795506]"
Metro Boomin - Too Many Nights.mp3,"[-9.3770378e+01  1.3909399e+02  2.1553760e+00  5.6901367e+01
 -7.9587107e+00  2.4160881e+01 -4.2518792e+00  1.0799539e+01
  1.3040595e-01 -3.0731606e+00 -5.2764354e+00  6.4755802e+00
 -3.4907264e-01]"
No Complaints (Bonus) (Instrumental) - Metro Boomin (320).mp3,"[-231.07149    134.03966     25.314287    37.653008     2.9807088
   25.120857    -5.3741164    7.4622326    2.4089906    1.660813
    6.1447535    5.0745993    3.0854082]"
355.mp3,"[-169.00987    112.89075     -8.450475    29.83185    -25.162514
   17.84218    -16.001072    10.254158    -8.123775     1.8754662
   -2.8134685    9.6257305    2.351143 ]"
@Nalepale - Mehyad - Family.mp3,"[-161.49033    131.49747      9.679724    36.14758    -14.662609
   29.867073    -8.823408    10.267049    -7.051612     1.2618277
   -6.192867     1.3352926   -6.3586583]"
1|1 - Mano Tehran - Mehyad  Alireza Gorgani (320).mp3,"[-104.30212    124.923065    -2.0344307   37.92289    -11.8210945
   31.998278   -26.087297    12.35869    -13.40664      4.0994687
  -10.786494     3.9127402   -5.8221993]"
Mehyad-Del-bede-320.mp3,"[-175.62566     126.18466       0.97913396   37.31269      -4.3902135
   28.73133      -9.181965      7.3714285    -9.942767     -1.2301309
   -7.281929      2.9795504    -3.2740989 ]"
Aroose Aseman(joyamusic).mp3,"[-3.07865448e+02  2.01498978e+02  1.11409569e+01 -2.59023495e+01
  1.24197054e+01  1.06992394e-01 -2.13389244e+01 -1.16981277e+01
 -9.36842632e+00 -1.74993572e+01 -1.29738111e+01 -8.77696514e+00
 -1.26369534e+01]"
Mohammadreza-Shajarian-Didi-Ey-Mah-320.mp3,"[-220.88948    167.86465    -25.36849     17.799063     8.756683
   -2.989634    -5.030125    -7.3472023    3.511326   -10.007543
   -8.394912    -1.6438454   -5.284237 ]"
Banan - Jazebeh Mah.mp3,"[-220.75464     199.00485     -37.04342      31.958546     22.015348
    1.7167411     7.92473       0.7477422     9.042158      1.3077606
   -4.832452     -0.75974387   -3.7572284 ]"
Mohammad Esfahani - Mehro Mah.mp3,"[-2.2403528e+02  1.4223012e+02 -4.9513493e+01  3.4043430e+01
 -9.0787725e+00  9.4803553e+00 -7.5623455e+00  1.4465274e-01
 -1.5548513e+00 -1.1246285e+01 -7.2979636e+00 -8.9758863e+00
  2.2448815e-01]"
Mozart 07 Lacrimosa.mp3,"[-303.31668    173.6276     -12.305156     4.0182137   11.393716
   -6.1022334  -14.995377    -8.726574    -2.9306142  -10.959152
  -10.329856    -4.2227683   -2.4659693]"
06 Solitude Waltz.mp3,"[-161.95245   140.47269   -43.89294    29.421295  -15.730648    5.203708
  -11.715696    7.630225  -16.727102   -5.455267  -14.054197   -9.921005
  -13.398213]"
20 Tehran Waltz (1).mp3,"[-162.91296     131.15372     -35.622673     27.514624     -3.5497358
    0.71915066   -7.7109895     3.6983237   -14.242202     -9.366882
  -10.21215      -5.899586    -10.52852   ]"
Majid Entezami - Dans Les Alpes (128).mp3,"[-263.10947    193.72511    -43.91979      7.4541273    5.702729
  -17.305603    -8.26544    -14.975204   -11.098785   -12.613336
  -12.215547   -10.856171    -8.951434 ]"
1|8 - Stress - Putak  Dorcci (320).mp3,"[-189.462       122.024666    -11.965697     33.92858      -6.4210134
   18.576202     -3.4353025     6.921684      6.9661856    -2.4383776
    0.42876413    4.742101      1.1752837 ]"
Unknown Artist - Parvane Par Zad (320).mp3,"[-216.50229    160.13948      6.5980306   25.796404    -9.243639
   16.603376    -1.1352861    6.531877    -0.2738998   -7.6963587
   -4.9570055    1.9279422   -4.745502 ]"
Dorcci - Sunrise (Freestyle).mp3,"[-230.50757    142.83376     31.861687    30.92513     -2.821844
   23.868782    -5.598675    13.869963     1.2492915    2.3585186
   -9.264729     9.267459    -1.3431399]"
Ahang-JadidNemitonamam-Bezaramam-Kenar-320.mp3,"[-110.00679    164.38991    -18.674892    46.28569    -10.40829
   21.683525    -5.3049207    6.756274     1.874035     1.7582986
    4.224963     7.6950955    2.1173496]"
Reza Pishro  - Asad Roshane(Ft. Catchybeatz).mp3,"[-171.00327    134.97974    -10.214485    42.34346     -5.8533716
   21.920422    -5.986367    10.365132     1.8733944    2.5223126
    2.4384255    6.176619     5.124721 ]"
Mehrad-Hidden-Baazi-(Ft-Rassek) 128.mp3,"[-154.05666     131.55026      -5.2719975    46.991997    -10.154909
   24.325485     -3.491402     10.830249     -2.8552475     5.661955
   -5.112343      1.3837566     0.89444256]"
Ashpaz (Ft Canis   Saman Wilson) - Mehrad Hidden.mp3,"[-163.90952     129.1499       10.033424     34.987732     -4.844395
   30.064753    -10.343298     13.760548     -0.20537499    1.240905
    1.3457742     4.458627      3.6445055 ]"
12_Mile_High_James_Blake_Travis_Scott_Metro_Boomin_320.mp3,"[-210.48206    139.24982     11.707337    44.72423      8.298587
   21.29067      4.078823     6.958056    -3.7619598    2.4766564
    1.8700012    3.4855156    1.336015 ]"
Reza Pishro - EMC2.mp3,"[-137.44539     129.90782       4.522851     55.661972     -5.315885
   18.223135     -1.4599199     3.0325828    -7.4113193     2.476847
   -5.031149     -2.876415     -0.97170365]"
Reza Pishro - Hook.mp3,"[-89.383934   127.24795    -21.679602    47.260227   -21.771965
  15.433334    -7.705406     8.603027    -6.150545     5.7206244
  -6.052388     3.8714447    0.84494877]"
Mafia Karbawzi Remix Pishro.mp3,"[-182.99391     159.19096     -11.325584     27.735844    -27.42885
   14.28353     -13.231658      0.70906556   -2.4123359     0.97728586
    2.1372375     1.4465913    -0.7075637 ]"
Sohrab MJ Ft Ali Ardavan - Eshgh Ast 320 - [Music400.Ir].mp3,"[-104.76633     96.31308    -10.007414    35.897312   -12.729547
   31.950134    -6.398255    17.3371      -2.246801     8.41509
   -6.010307     9.001338    -1.1494268]"
Hiphopologist_-_5AM.mp3,"[-181.47803    139.86852      3.2536223   31.007214    -3.4488664
   18.278637   -16.555002     6.9098697   -5.0268664  -12.830461
  -11.575342    -2.6061158   -9.2861185]"
Sadegh – Bikhabi (with Delaram).mp3,"[-185.91754    149.19801     23.544447    36.818073    -9.731114
   26.823162   -17.920382    12.822549    -6.2022963   -3.912929
   -6.383236     0.9659034   -5.386291 ]"
PozX – Bikhab.mp3,"[-274.97974    172.43323    -17.8882      13.647421    16.90017
    6.2071652   -0.7679995   -1.2858459   -2.261545   -16.253496
    2.3387766    2.1394954  -17.423977 ]"
sogand - chera in saat.mp3,"[-106.969376    140.23471     -10.91194      31.471802    -20.377075
   25.30973     -24.172146     21.55123      -9.374303     -2.6963007
   -0.50067854    6.7259054    -6.0909595 ]"
RapIRAN_i.mp3,"[-144.79349    145.46631    -10.271599    28.5004     -11.455094
   26.760584   -14.660034     5.808277    -3.6661685    2.8533165
  -10.589718    -2.3107052   -3.977627 ]"
Mohsen-Chavoshi-Bazar-Khoramshahr-256.mp3,"[-214.02335    125.37408     -7.0547733   31.880356   -10.515267
   11.0520525  -10.5155325   15.698327     1.4677633   -2.424468
   -6.6705647    6.3118696   -1.5991408]"
Omid-Agar-Mandeh-Boodi-256.mp3,"[-141.17834     137.29707     -32.480164     38.178795    -12.205718
   17.990915    -14.987323      6.720909     -0.47652203   -6.220757
   -7.3516035    -0.77693594   -6.2482476 ]"
1_5163842457040847825.mp3,"[-169.69432     84.72224     16.810743    42.8294      -5.50117
   22.380466    -3.004405     9.557628     0.6618334    1.7074436
   -8.81239     -0.7366537   -5.1601973]"
Pishro & Owj - Final Master 5.mp3,"[-164.00725    144.96986     -2.4310784   58.055626    -1.7449691
   25.248037   -10.492778    10.715626    -3.9238424    3.778158
   -2.0319808    6.324362     0.4518163]"
Mehrad-Hidden-Bill-(Ft-Moody-Moussavi-D7)-320.mp3,"[-186.2669     117.43834     21.77872     36.303825    -8.127155
   17.011375   -16.85532      9.479404    -7.0744596    2.280996
   -6.240858    -1.147936    -3.5010154]"
Pallett-Naro-Beman-256.mp3,"[-263.3395     156.3572       9.879406    40.62117      2.6067386
   20.703709    -3.8767903    7.0898547   -3.3253968   -4.563512
  -10.271312    -0.7423475   -1.2016053]"
Sepehr-Khalse-Nameh-Be-Baba-128.mp3,"[-148.10922     145.11824     -25.833782     47.888187     -6.2746673
   20.456444     -2.0160825     4.963503      0.40485984   -1.2376508
    1.1964513    -2.5450447     2.0210116 ]"
1|4 - Ehtiaj Daram - Shayea (320).mp3,"[-189.62036    137.92001     14.285163    27.586536   -13.047154
   19.203135    -8.575712     4.035798    -2.6940453   -0.6912864
   -9.521403    -0.9430303   -4.740459 ]"
1|1 - Kam Harf - Maslak  Darab (320).mp3,"[-140.2405     125.25477     -0.5470853   42.691624    -4.990268
   21.349836   -11.215645     9.8570175   -1.4037601   -3.8779693
   -7.722343    -3.4367528   -6.913549 ]"
Parvaz-Homay-Shabaan-Aheste-Migeryam-320.mp3,"[-246.60635     113.21242     -38.3048       -3.3760521   -18.305483
   -2.11569     -41.913525      0.84700865   -7.090001    -32.293816
  -14.695287     -1.5359676    -9.830649  ]"
03 - Daniyal - Fasle Zeshti (FT. Pishro) .mp3,"[-136.13966     134.18735      -6.721374     33.554535    -14.63349
   16.567217    -10.902003     -0.38620037   -4.848173     -0.97235894
  -10.477131     -3.3794456    -5.305949  ]"
@HipHopFree - Jaye Khali - Reza Pishro.mp3,"[-143.77162    131.2129     -31.032845    28.14726    -20.775211
    9.084259    -4.337326     3.0328155   -4.1692433   -2.9782174
  -11.184407    -7.03896     -8.189285 ]"
1403.05.19-05(eydanian).mp3,"[-128.8425      83.59622     11.0759735   63.109364   -32.58037
   31.990194   -28.240122    17.754309    -4.642042     3.5524793
   -7.284878     1.9353426    3.791471 ]"
1|2 - Fekr o Khial - Sepehr Khalse (320).mp3,"[-2.2860532e+02  1.5878532e+02  1.6496058e+01  3.1318277e+01
  4.5652428e+00  9.4279947e+00 -1.7921860e+01  7.3773518e+00
  3.0332229e+00 -2.9510736e+00 -5.0355806e+00 -1.7322147e-01
 -3.5052583e-01]"
"Khon, Khak , Khashm, Khiregi - Ben.mp3","[-208.63213     125.234924      1.2705594    28.988491     -4.9687476
   25.681398     -4.577887      9.3549795     3.7451584     0.83646685
   -4.4688706     4.9442854    -2.4296577 ]"
"7.Div,Divar,Delbar,Divoone (Prod. Sahand MZ).mp3","[-164.73457    127.98269     -6.128702    52.459015     0.990704
   27.98722     -1.5392499    9.636395     7.1921787    3.2572882
    1.28154      9.492984     2.3444529]"
Made Gav (Prod. Motreb).mp3,"[-1.6224239e+02  1.4554292e+02 -1.0046968e+00  4.0996655e+01
  1.3603114e-01  1.8416296e+01 -3.2275382e-01  7.1030679e+00
  5.3458605e+00 -7.3391646e-01  1.3807123e+00  8.0454435e+00
  2.4554996e+00]"
Ben - Koch.mp3,"[-1.5147932e+02  1.2539281e+02 -1.0841440e+01  3.9956345e+01
 -6.7914147e+00  2.8138153e+01 -9.2581196e+00  7.3770599e+00
 -5.4647222e+00  9.9303526e-01 -7.6798449e+00 -4.3604663e-04
 -3.7601683e+00]"
Age Farda Bi Man Shoroo Shod [Prod. Saeed Dehghan].mp3,"[-2.0582607e+02  1.3198834e+02  5.0320463e+00  2.7349226e+01
 -5.5176706e+00  1.1608747e+01 -1.6959118e+01  2.3175856e-01
 -9.5527840e+00 -5.4587784e+00 -2.9049428e-02  4.3891549e+00
 -1.9168589e+00]"
Ben Falaki.mp3,"[-116.99542    131.93117      4.586821    43.663345    -8.818504
   16.20889    -20.161612    -1.0683868   -9.819315    -8.395118
  -14.386848     5.992328   -10.084481 ]"
"Nima Nimosh - Gunshots Ft Twisted Insane , Farhang.mp3","[-133.53316    114.124176   -23.104822    40.418056    -8.929653
   25.716074    -3.4615352   13.859761     1.8471066   11.097785
    2.4993176    4.457874     6.053322 ]"
Reza Pishro - Azad.mp3,"[-117.38981    126.75754      2.063614    57.96347    -11.588503
   25.256014    -5.6763406   14.058727    -6.149627     8.470839
   -2.2970083    1.1126754    1.5904703]"
Reza Pishro - Faribandegi.mp3,"[-153.90067    133.44081      1.7932034   45.119865    -5.358639
   19.585773     1.0755297   11.290721     2.7944078   10.647088
    1.7679968   11.314325     7.736319 ]"
Reza Pishro - Sargozasht (Ft Majid Adib).mp3,"[-148.17148    154.23         3.0055285   35.3658     -18.03681
    2.8908155  -14.92268     -2.9645562   -5.3506575   -3.323733
  -12.011468    -5.528917    -5.599505 ]"
Darvish - Reza Pishro.mp3,"[-86.17585   126.85551   -10.357147   34.47225   -31.341635   24.673412
 -15.274649   13.787695  -13.698476    6.828526  -13.720568    4.3732038
  -7.5046606]"
Reza Pishro - Ghalbe Shir.mp3,"[-80.72891   123.66456   -18.091663   41.05759   -11.4501095  21.4225
  -5.49315    14.90023    -2.9573975  10.278348   -2.2180052   6.863208
   1.7737783]"
Nassim - Mojeze (Ft Pishro).mp3,"[-129.29868     133.57751       4.972282     22.490454    -15.575156
   20.424726     -5.7253375    12.282989     -3.6111643     3.0085368
    0.41364563    5.3673477    -4.7211657 ]"
Taaj Ft Pishro - Jahanami.mp3,"[-109.64218     121.81016       1.898911     47.74754     -11.831445
   13.325678     -6.5935893    15.770097      0.40656942   10.898346
    2.643696      7.0073805     3.780743  ]"
Pishro - Zamin.mp3,"[-123.70419    152.89413     -1.8144342   29.359858   -16.78012
   19.794136    -7.5447826   13.352421     3.535111     4.3651958
    0.7575993    5.24721      3.0059595]"
Pishro - Puzzle.mp3,"[-128.25955     138.58842     -23.495275     45.892193    -12.4835825
   19.87281      -0.61301154   12.07074      -0.3679216     2.8355029
   -1.0056288     1.5189494     4.768682  ]"
09. Milad S Ft Pishro - Zede Zarbe.mp3,"[-88.24179   131.98921   -10.938014   42.64425   -21.746746   21.544355
 -11.402539    7.209853   -7.2516665   6.621903   -5.97938     2.1900606
   3.0879955]"
Arta-Evin-(Ft-Koorosh-Sami-Low-Pishro).mp3,"[-166.9181      118.55904      -3.0452025    46.505077     -0.26836485
   24.711874     -1.3205712    12.209723     -1.8549988     1.8926445
   -3.5383976     4.4413342    -0.49578264]"
REZ - Bidar Sho (Prod. Atour).mp3,"[-157.07277     151.31206      -4.4782186    32.79182       0.95604354
   12.546438    -18.839901      9.329964     -3.109669     -1.3136609
    9.141678     -2.6634064    -0.47795293]"
Rez-Sor-Bokhor-128.mp3,"[-149.0366      133.87842     -31.252762     26.196083     -6.910661
   15.542736     -4.5526648     1.3721242    -0.18136005    1.8064736
   -1.3746772     0.5721864     0.55173045]"
Taraamoon - Pilar.mp3,"[-150.40013    112.706726    13.055271    53.86359     -5.114035
   33.952618    -5.765822    15.045506     1.4032532    3.7607288
   -2.6554024    0.6571451    2.3061736]"
REZ-Rangi-320.mp3,"[-167.99985    162.6355     -20.933332    21.038773    20.192108
   17.619074     0.5891122    1.8362594   -4.1622386    1.8674816
   -1.5279533    1.2577089    1.3620682]"
Rez - Pinokio.mp3,"[-104.77046     121.81046     -39.161327     39.94712     -15.070328
   11.263904    -14.125294     -3.7273312    -9.025879     -1.3528895
   -7.870368      4.1043468    -0.97940874]"
REZ Bede Bere.mp3,"[-172.21217    152.01688      7.3521667   20.595114    -8.169028
   13.235623   -10.67772      5.698228    -1.2792656    6.685029
   -5.572388    -2.833878    -7.535893 ]"
Rez-Faramooshi.mp3,"[-130.7785      151.60313       9.115135     22.665316      0.17405036
   17.417072     -4.1387753     6.328534     -5.605407      7.570872
   -5.2658076     3.478655     -1.095489  ]"
Rez-Gerye-Nakon-320.mp3,"[-94.22192   137.77824   -38.617653   43.96402    -8.628841   13.415523
   1.6584529   6.6829557  -7.2085514   3.9198358  -1.8833247  -0.5290922
  -4.5101657]"
Farshad-Romane Moztareb.mp3,"[-116.06609     163.76881     -22.709003     23.443035    -12.51532
   22.7095      -16.67903       8.113507     -1.7870591    -6.532647
   -0.19328643    3.6385732    -2.314899  ]"
514804Mast.mp3,"[-131.60234     163.68184     -28.09735      23.002853     -5.019008
   22.115463    -10.062381     13.368498      6.0963283    -2.2370942
    1.6881607    -0.38118058    2.08517   ]"
3.Farshad - Ghobar [Prod. By Saeed Dehghan].mp3,"[-110.35985    127.24584    -32.308495    33.455116   -17.14702
   23.917253   -19.616377    12.840733    -1.3484538    4.804324
   -2.8334472    2.8044343   -2.10601  ]"
04-Partab.mp3,"[-1.2002431e+02  1.3731099e+02 -2.3611755e+01  3.9412601e+01
 -2.4422910e+00  1.9154503e+01 -9.5588570e+00  1.3483386e+01
 -3.9954333e+00  2.4667792e+00 -3.9538927e+00  1.5262369e-02
 -3.6174939e+00]"
Farshad - Baraye Dooste Khoobam.mp3,"[-223.09077     130.0986        8.835249     52.106655      3.0100832
   12.507046     -4.3063364     6.6663136     0.4364184    -8.19958
   -0.26499256   -1.5434291     1.5997376 ]"
Farshad - Note Siah.mp3,"[-163.9425      149.36958      -8.075527     29.029287     -3.234059
   15.614195    -16.856989      7.421592     -2.7313445    -5.8631716
   -6.6923404     0.17794807   -3.8736694 ]"
2128040083.mp3,"[-121.62978     132.49295     -19.997953     42.83501     -13.722688
   29.015528     -5.062376     14.386035     -0.45541435    6.7004786
   -0.80469394    4.2144837     5.4109325 ]"
Sadegh-Khalesaneh-(Ft-T-Dey)-256.mp3,"[-169.3668      149.56563      -4.8479333    37.79247       1.916671
   15.588639      0.53089094   11.332564     -1.11986       2.9860218
   -5.6002216     3.0825438     1.4145193 ]"
Reza Pishro - Kalafegi 2.mp3,"[-118.20683    133.21156      4.4868946   45.26047    -12.641547
   16.397306    -2.527853     2.9406836   -3.4942515    4.8469515
   -1.6983395   -1.3106173   -3.2681649]"
Reza Pishro - Kalafegi.mp3,"[-109.60935    114.90826    -13.679576    62.782085   -17.795559
   14.261892    -6.867998    18.509644    -2.994758     4.2332
   -5.192393     2.76294     -2.3951418]"
pishro_-_lobiaye_sehr_amiz_128_r3d.mp3,"[-8.92068253e+01  1.12284195e+02 -2.37580547e+01  4.78121452e+01
 -2.70657349e+01  2.74583855e+01 -2.00261059e+01  2.22485943e+01
 -1.28781385e+01  1.18409739e+01 -9.04283619e+00  9.46467400e+00
 -8.69237110e-02]"
Reza Pishro - Ma.mp3,"[-89.67072    141.8449       0.24967253  33.519623   -15.341502
  15.889998    -6.1704607   13.469412    -5.9556775    9.312065
  -4.7242007    8.955064    -3.497477  ]"
Reza Pishro - Israfil Horn.mp3,"[-133.0673     129.80618     12.1082      65.21964     -9.917013
   23.265184    -4.667489    17.89679      1.8590674    3.9877274
   -4.8481584    5.247347     1.6039252]"
Reza Pishro - Family Man.mp3,"[-1.4071715e+02  1.5156317e+02 -2.0248318e+01  3.7976345e+01
 -4.3472404e+00  1.1563525e+01 -5.6029911e+00  3.8656595e+00
 -4.4295850e+00  8.9173341e-01 -2.6650505e+00 -1.0003125e-01
 -3.0193899e+00]"
"Khoone Naria - Mahyar, Shayea.mp3","[-180.0587      158.06114      -4.25156      27.198242      0.33248955
   18.635763    -11.052769     10.141801      3.1506095    -9.591648
   -3.3093083     1.4813689    -5.2031126 ]"
Hip_Hop_Archive.mp3,"[-160.9546     146.72923     -3.1331098   31.723951    -8.586403
   16.843142   -12.530646    -1.3542421   -3.4210286   -7.94207
   -8.672796    -3.6233647   -0.8660826]"
Ashkan Fadaei - Nemidoonam.mp3,"[-179.06036     167.01176      -7.952763     31.189093     -7.3662276
   20.095644     -1.9275436     1.0370293   -13.484674     -0.59708595
   -0.7817456    -7.0273843    -0.21831617]"
@Free_RapHipHop - Poori - Yaade To.mp3,"[-190.18901    110.419754    -1.2401766   43.681534   -16.231663
   47.33       -26.44276     18.462276    -8.9552765  -12.7848
  -15.053493    -3.369952   -10.745298 ]"
Reza-Pishro-Bayad-Avaz-Sham.mp3,"[-174.50597    130.0359      13.214131    47.601967    -8.075583
   27.947454    -5.1550617   15.266738    -6.6414742    9.219106
   -3.0039227    3.9588943    0.493894 ]"
Reza-Pishro-Divoone-2.mp3,"[-146.84032    145.31776    -16.819479    44.32707    -10.787738
   13.860956    -5.7485642    7.3234286   -2.0665848   -2.884064
    0.6512835   -0.4203416    1.4940777]"
aOFKxZER_mI.mp3,"[-160.07161     129.41348      -4.6906776    51.058277     -9.015718
   24.646362      1.3090742     8.436879      4.8999934     4.733083
   -0.32138857    3.0452144    -0.2619631 ]"
Reza_Pishro_-_Bache_Bahala_OFFICIAL_TRACK.mp3,"[-1.5801758e+02  1.2783243e+02  1.7652529e+01  4.9868309e+01
 -1.8645020e+01  1.7940432e+01  2.8825850e+00  1.0643837e+01
  2.4707978e+00  3.0372629e+00 -9.3924124e-03  4.4711490e+00
  2.4791439e+00]"
PXjRSS6eU4E.mp3,"[-152.8799      136.55957      -9.333532     52.592537    -10.243327
   20.642714      8.347876      5.3822803     2.6762106     5.05865
    3.7768137     2.5650415     0.45198855]"
03 - Ghal'e FT. Shayea @Alan_miikham.mp3,"[-162.02544     144.24422      -0.58225876   25.142391    -10.626833
   25.701946     -5.5763583     7.525606     -3.1321604     1.8306754
   -3.3778841     3.6023843     2.2389379 ]"
