file_path,feature
Mehrad Hidden - Ghermez (Ft Tara).mp3,"[-135.21954    130.37914     -6.3899083   31.45119    -19.04924
   22.990578   -17.409657     4.692716    -8.761855     5.150683
  -10.205725     6.619253    -2.7962735]"
Hamid Sefat  Hayhat (320).mp3,"[-1.0070739e+02  1.3022604e+02 -1.0032547e+01  2.8937906e+01
 -1.6090864e+01  2.9016113e+01 -1.1659513e+01  1.0908249e+01
 -6.3942596e-02  7.1956234e+00 -6.7050776e+00  9.1582050e+00
 -9.0231073e-01]"
Lil Nas X - INDUSTRY BABY (feat. Jack Harlow).mp3,"[-102.05588     110.348816    -25.65043      38.592373    -18.86281
   29.334538    -16.274433     18.451601     -3.6186597     6.459415
   -0.32054508    2.8357563     0.3213018 ]"
Lil Nas X - Old Town Road (Remix) [feat. Billy Ray Cyrus].mp3,"[-158.1323     117.92359     -9.654109    30.015102   -11.376387
   27.038475   -17.490442     7.5490403   -5.2886243   -6.4791265
   -8.311115     4.3423586   -6.3276525]"
Mohammad Moharami - Soltan (320).mp3,"[-108.04386     129.17545       1.0497092    33.790016    -16.64176
   19.333338    -11.419286     12.698281    -10.420171     -0.41781527
   -9.904073     -1.3849633     2.497901  ]"
RadioFaryad - Pishro Ft Ho3ein - Miri To Lak.mp3,"[-126.64687    124.187195   -12.321749    54.12572    -14.545714
   26.211002    -9.270912    15.739498    -3.1888058    3.1039686
   -8.139588     5.333717    -1.7168742]"
Arman Garshasbi Bi Gharar.mp3,"[-216.8487      148.9533       16.624998     34.45622      -0.51250464
   18.99198     -10.179078      6.785811     -3.5330956     0.5099484
  -15.390101     -6.956809     -3.278726  ]"
Arman Garshasbi - Shaghayegh.mp3,"[-173.98146     145.34149      13.3604145    29.626926     -3.4880555
   18.357908     -4.724503     13.909053      0.19349223    0.44466466
   -9.42398       1.810701      2.6093533 ]"
Tashiee_TrUas--80VM_140.mp3,"[-2.0790755e+02  1.3443958e+02  4.8058963e+00  5.5606510e+01
 -6.4671593e+00  2.5741066e+01  5.9807010e+00  7.5678558e+00
  2.7771616e+00 -5.6230264e+00 -1.2456642e+01 -1.4576307e+01
  7.1892075e-02]"
Ey_Navaye_Man_DTea60taVvM_140.mp3,"[-216.88333    146.04839     14.096326    40.77573     -9.924111
   23.155327   -10.575314     9.7226305    3.530728    -3.9920056
   -7.0823793  -10.173015    -2.0682745]"
Begoo_Be_Baran_bid7qQ7sVUI_140.mp3,"[-177.51839    140.9161       0.5402941   51.613426   -10.125723
   20.035822    -4.5124345   12.595856     7.1052012    2.9401288
   -2.923559    -3.1317766    8.227311 ]"
Zemestan_97Hu0LXoaZY_140.mp3,"[-194.9477      154.73892      13.503018     45.57129      -8.527612
   18.457653     -3.7669814    10.456236      0.55055207   -2.5828676
   -3.7708926    -5.0943274     7.9712214 ]"
Mastam_Az_BsbwA_0s0Zg_140.mp3,"[-183.65057    170.36095     11.431721    33.529697    -4.6898794
   21.74352     -3.414222     3.5611517    2.0174444   -1.4848839
    0.8329133   -3.259016     5.204914 ]"
Bi_Parva_loAlimRUQTU_140.mp3,"[-175.04625    154.34808     20.558851    49.526035   -14.96828
   13.2728615   -3.4733431    7.0277023    1.0147655   -7.339586
    1.0316045   -5.696652     9.007103 ]"
Ghazal_Ghazal_z7m6QhRcbVo_140.mp3,"[-153.80447    137.03372      8.443816    53.674618    -9.53839
   25.226355    -7.0247316   14.595933     3.8174005    2.3601103
    1.3985281   -2.5257356   10.766122 ]"
Shab_eNMvMTYhQTE_140.mp3,"[-150.55421    147.1738       5.420013    39.282803   -18.069021
   24.394913   -14.60117     12.565235    -6.7332983    2.0740058
   -6.578064    -3.5250788   10.347455 ]"
Booseh_3nS8CgQr-wA_140.mp3,"[-191.99591     137.5729       -3.8866055    36.06465     -19.39076
   18.365728    -13.32111       0.61912507   -2.8379633    -1.2662295
   -8.246647     -8.44547       4.386089  ]"
Arman Garshasbi - Benshin Tamashayat Konam.mp3,"[-197.607       151.68839      14.126361     43.167107     -1.4833641
   24.127842     -5.450739     14.733819      0.97468746   -3.176814
   -7.901241     -4.1853633     1.357833  ]"
Chaartaar-Asemaan-Ham-Zamin-Mikhorad.mp3,"[-166.8278     138.46925      6.3520656   33.268097    -8.103072
   18.295094   -12.045863     9.755673    -5.457629    -3.5088515
  -18.258781    -3.839873    -3.8404815]"
Homayoun Shajarian Sohrab Pournazeri Be Jaane Jomleye Mastaa.mp3,"[-279.09225     105.662865      8.555591     11.645053    -18.05613
    1.8851      -19.718607     -0.44327173  -11.480612    -14.829769
  -12.921018    -11.184705     -4.9473963 ]"
5824_Kowli_The_Gypsy_Homayoun_Shajarian.mp3,"[-3.35970428e+02  1.08276733e+02  6.80348063e+00  1.20187397e+01
 -1.31960952e+00 -2.34053344e-01 -1.18136425e+01 -4.81437778e+00
 -6.74453545e+00 -9.25296593e+00 -1.20602512e+01 -1.01768169e+01
 -1.04624224e+01]"
Chaartaar Shabihe Yek Mordaab.mp3,"[-158.7876     171.02737     -4.472908    19.920172   -11.532986
   13.9564      -9.086586     4.2634854    0.994678    -3.604474
  -15.993486    -1.3252913   -0.4952223]"
Chaartaar Khosha Be Man.mp3,"[-161.9613     150.52122    -18.725492    17.780384   -19.42102
   16.672098   -18.254028     6.7604465   -7.4975276   -3.1889918
  -15.53738     -2.8204134    0.2050386]"
Chaartaar Harfi Bezan.mp3,"[-1.7696268e+02  1.4238708e+02  6.4564657e+00  4.1156639e+01
 -1.1355478e+01  2.4143248e+01 -9.5781279e+00  9.9632206e+00
 -6.1043948e-02 -1.8430989e+00 -1.8094913e+01  9.0920258e-01
  9.0069616e-01]"
Chaartaar Asheghaaneh Tanhaast.mp3,"[-175.08505    156.35779     -2.4110174   23.10705    -12.572391
   15.0880785  -16.36318      9.610127    -4.914815    -0.7237341
  -16.788603    -2.8937294   -2.4891276]"
Chaartaar Kalaagh.mp3,"[-161.71503     166.74808      -9.805995     17.699514    -14.633685
   15.373232    -16.460474      5.20285      -4.9835396    -1.0845346
  -11.324273     -0.3732293    -0.40992942]"
Chaartaar Zane Divaaneh.mp3,"[-191.66429    152.82445      5.457049    26.71399    -11.564975
   17.777773   -15.721383     1.0459577   -4.9793243   -2.7458835
  -14.921062    -1.9004989   -0.5868403]"
Chaartaar Baaraan Toee.mp3,"[-131.54144     138.50848     -17.161749     31.975296    -24.561241
   20.270319    -13.0040655     8.838852     -7.4461646     1.5470805
  -11.269779      0.44039354   -0.28787372]"
Chaartaar Hendeseh.mp3,"[-172.24        146.22252      11.129732     24.472342    -21.203808
   17.39425     -14.310068      9.712821     -0.36531717    2.1684847
  -17.468359      3.3670263    -2.307972  ]"
Chaartaar Maraa Be Khaaterat Negah Daar.mp3,"[-156.9528     143.02223    -19.094465    28.48321    -18.537117
   15.0626335  -17.759851     5.151531    -4.692453     1.1450298
  -14.3965      -1.4646245    4.488818 ]"
Chaartaar Ashoobam.mp3,"[-1.3932803e+02  1.5355855e+02 -3.1856310e+00  3.8961388e+01
 -2.1034916e+01  2.2136259e+01 -1.1286217e+01  1.0815241e+01
 -1.9723708e-02  4.3081050e+00 -8.2984190e+00  1.2741318e-01
  3.5548491e+00]"
Mohsen Lorestani_Rakab(musicsfarsi.com) [320].mp3,"[-110.62525    125.73315      7.2165623   34.287014    -6.107917
   21.482779   -14.61134      3.7215722  -14.518839    -2.2859998
  -11.099747     0.8992062  -11.562057 ]"
nima9720 - Khat Keshidam Doram (Ft Canis)- Ho3ein.mp3,"[-153.59233    160.50305    -10.2978115   36.029083     5.103112
   22.206457   -11.607767    10.247051    -1.7498175    1.9139854
   -1.838238     4.6210446    0.6963121]"
nypye - bemola( ho3ein ft masin ft epicure.mp3,"[-158.4674     124.70317    -10.227519    30.735403   -15.548192
   25.036436   -18.800558     9.098282    -9.014699     2.9209502
   -9.306976     2.6981702   -4.4814878]"
Daoud1_Hossein_Eblis_ft_Sadegh_Sangin_حسین_ابلیس_و_صادق_.mp3,"[-253.5088     141.34543     -7.855292    33.11198      3.5426762
    9.544534     3.0179653   -8.163346     6.298639   -10.750779
   -3.0368009   -4.2985444   -7.3964324]"
Johar Records - Khafan.mp3,"[-157.79686     165.91634      -0.32930964   27.676373     -1.8584849
   29.155363     -5.916788     12.5353155    -2.4351132    -6.2840004
   -2.1413107     1.3039117    -0.55284536]"
Saeid 021 - شبا-----حصین.mp3,"[-1.7906818e+02  1.5192885e+02 -9.0533924e+00  4.6211536e+01
 -7.6821108e+00  1.9632629e+01 -6.4329090e+00  4.7000999e+00
  5.0469682e-02  1.2840847e+00 -5.3067708e+00 -3.5734802e-01
 -2.7321374e+00]"
Ashkan Khaleghi - حصین - دلخوشی.mp3,"[-307.85138    143.03206     36.73915     36.835934    13.453896
   24.970892     4.006368     7.5435243    2.5365582   -1.6303488
   -2.218692     1.1803448   -3.220665 ]"
Mirror - Zebr - حسین ابلیس.mp3,"[-151.08452     132.00436      -6.821168     41.585457     -6.65569
   23.380781     -4.8218403    12.211959      2.2863936     6.5217814
    0.26859733    4.943766     -0.43081048]"
Hossein_Tipsy_II_Reza_pishro_Ali_owj_ft_Ho3ein_Eblis_Sa.mp3,"[-129.39659     123.39613      -7.7562304    39.79489     -18.787695
   19.5763      -14.320009      9.081343     -4.2294703     3.0538254
   -8.323862      2.0683975     0.66019404]"
Johar Records - Didgah (Ft. Epicure).mp3,"[-114.75683    137.52756    -24.971165    32.572857   -21.40362
   22.651733   -12.983247    13.968588    -2.4569397    2.4852388
   -2.2482407    2.8569615   -2.06018  ]"
Daal Band-Last Days of Esfand.mp3,"[-3.4852087e+02  1.6239664e+02  1.4883478e+01  2.2087503e+01
  3.9289443e+00  8.1610565e+00  5.4882259e+00 -8.3307095e-02
  3.0514963e+00 -8.9302778e-01  2.1272703e-01 -1.0681626e-01
 -4.9718742e+00]"
Hayedeh Saghi Remix (2).mp3,"[-1.17058075e+02  1.59282196e+02 -2.87447014e+01  3.40139427e+01
 -2.13005757e+00  1.81474285e+01 -1.32934027e+01  1.65646381e+01
 -4.13193369e+00  4.92291860e-02  1.12257612e+00  2.84750557e+00
 -3.39915109e+00]"
Defected Records - Endor - Pump It Up (Extended Mix).mp3,"[-162.7013     102.465256   -28.739431    38.21802    -11.071526
   21.965094   -10.06614     15.223006     0.527606     9.913066
    2.3168104    8.651708     5.595082 ]"
MELISA_feat_TOMMO_I'M_ALONE_by_TommoProduction_Lyrics_qTNY187LUmg.m4a,"[-7.29677505e+01  1.26984566e+02 -3.03374348e+01  3.99509506e+01
 -1.56206608e+01  3.24801865e+01 -1.83480263e+01  1.57370234e+01
 -3.23772764e+00  5.07199717e+00 -3.45302224e-01 -9.04009044e-02
  2.23849750e+00]"
1675189410322126968Watch_The_World_Burn_140_audio_only_medium_m4.mp3,"[-86.809166  138.9405    -32.834152   44.158695  -22.066101   22.384125
  -6.909315   11.787286   -1.8197622   8.655018    1.4875993   5.4306316
   6.2812533]"
Night-Lovell-Live-Television-320.mp3,"[-138.88106     85.16177    -10.593073    39.48298     -8.642301
   28.760452    10.024804    11.941752     5.006459    13.1538315
    0.3340339    5.3215485   -1.4651697]"
Developers (feat. Steve Ballmer).mp3,"[-206.14603    145.49889     -5.586234    44.714252     2.387875
   27.463766   -11.240381    17.984047     5.1143975   11.552225
    8.408075    17.053938     4.7569833]"
daaaaarkiii - LSPD(Ho3ein.ft Erfan) Mano Natrson.mp3,"[-119.74069     151.77518     -34.82432      37.780033    -21.89164
   22.18067      -7.289515      9.176633     -2.4265075     8.534897
   -1.0316826     4.0383053     0.74451137]"
Elcid - To To (128).mp3,"[-99.16515   133.78397   -29.21115    51.900105  -20.836296   33.007145
 -12.134898   19.80569   -11.430589    7.213588   -6.096611    2.1942134
  -0.8775157]"
Armin-Barmaye-v-DaneshKaldior-Jadid-128.mp3,"[-118.981575   146.01112    -34.81452     44.345642   -21.026066
   26.149715   -16.635307     6.769185    -6.430226    -6.803733
   -8.434447     3.9683273    6.3132215]"
02_tasnife_gholab_128.mp3,"[-2.4230997e+02  1.3697827e+02  1.2645394e+01  3.5255791e+01
  6.0484943e+00  1.8231756e+01  1.6243735e-02  1.2869110e+01
  5.3835273e+00  4.6902332e+00 -3.4508443e+00  8.4565353e-01
  4.6683798e+00]"
"2Pac,_Pop_Smoke_-_Write_This_Down_ft.mp3","[-103.8366      132.46849     -24.216444     42.098953    -20.660864
   26.652058     -6.193561      9.240179     -1.6357819     5.6284456
   -3.1568863    -3.470337      0.36586314]"
01 Pizza.mp3,"[-141.45723     138.59982     -12.633736     32.11527     -16.182556
   23.896881    -14.053625      5.9547095    -3.795035      1.6500996
   -3.1857235     2.524362     -0.25429562]"
02 Romania.mp3,"[-138.25156    147.08855     -4.412752    42.796375     0.6690272
   24.924007    -5.019829    13.705137     3.8112051    3.2501333
   -2.5212615    2.494315    -0.8653344]"
03 Bala Dastim.mp3,"[-151.74757    127.44461      2.4721196   37.539593     2.7623584
   23.44186     -7.1176       8.805866    -2.7065759    1.4270971
   -4.441137     3.0286283    1.0302387]"
04 Be Name Khoda.mp3,"[-160.35995     126.99911       3.706699     36.880062     -5.9002523
   24.650007     -5.6046286    11.61561      -0.5789044     2.4787202
   -3.3446646     3.855476     -0.66698146]"
05 Bekhand.mp3,"[-151.87776     147.81696      -5.6098595    49.458767     -4.003982
   23.293835     -7.490274     10.750226      0.48025432    2.3107083
   -1.6453768     2.3997111     0.65451556]"
06 Seyl 2.mp3,"[-173.16307    136.93314      2.131479    28.381262    -0.8001092
   19.893839    -7.7324395    1.8017671   -0.8032569    2.5584383
   -4.561862     3.902431    -2.4912286]"
Noyan_Bahadori_Hayedeh_Shabe_eshgh_Noyan_Remix_هایده_شب.mp3,"[-112.85725     143.88773     -26.426128     37.344517     -0.89677846
   19.335865    -13.456571     14.346139     -4.11668      -0.82435054
    2.7215877    -0.18693995   -4.594482  ]"
Supra_2023_10_06_14_36_34_131.mp3,"[-77.38004   127.788765  -37.037712   54.890533  -14.945103   26.221746
 -11.283815   11.948601   -4.0421047   4.616644   -2.555811    5.6518726
   4.5576005]"
good morning(remix by djsajjad).mp3,"[-140.57596    128.00285     -1.4391332   51.39312     -8.012209
   27.884663    -6.127427    11.963485    -2.0664623    2.4041562
   -4.276719     5.6114945    0.5925509]"
Meydoone Min 2 (remix by djsajjad & 3Phr Beatz).mp3,"[-143.32205    132.23137     -9.563989    46.498474   -13.352136
   22.559782   -12.109073     7.362953    -3.0884979    3.52236
   -2.6282725    5.166806     2.1117103]"
Kalame obor(djsajjad1&sayaremix).mp3,"[-9.6183617e+01  1.3182431e+02 -2.1887806e+01  4.5589397e+01
 -7.6746693e+00  2.3445110e+01 -5.4555726e+00  1.2705230e+01
  9.8273769e-02  5.4151263e+00 -3.0445370e-01  7.5613770e+00
  4.7964568e+00]"
Jangal (Remix by saya  djsajjad1).mp3,"[-116.74351    117.53015     -8.055271    47.02064     -1.622107
   27.315546    -5.8931975   17.70399     -4.7729096    7.9614244
   -6.2183533    9.403968    -0.4074191]"
mm3.mp3,"[-144.5004      123.12702     -15.180396     38.266155     -3.5194302
   15.318557     -7.82247      11.340432     -3.0627995     7.0151744
   -2.3965087     6.4639335    -0.19399895]"
Erfan - Be Yade.mp3,"[-115.32892    124.37135     -5.7149744   55.728218   -19.578636
   29.768757   -10.389241    12.217319    -1.1476641    0.9010327
   -6.717687     5.3886905   -2.94649  ]"
Shahaab Va - Sob Zohr Shab صبح ظهر شب Ho3ein.mp3,"[-147.46916    132.56631      2.1847463   41.128323    -0.7164411
   28.939184   -10.954153    14.409921    -0.9530795    9.608549
   -1.1383538    7.7667522    0.7497468]"
Mohsen Lorestani - Bi Kas (UpMusic).mp3,"[-110.89024    118.70437     -8.369353    33.284546   -16.6371
    6.576302   -19.93024      6.062945    -8.863579    -3.5946271
   -8.350607    -1.2049967   -6.331852 ]"
Allah Akbar Sisa Irani (320).mp3,"[-146.48457    124.73632     -6.5566263   36.09923     -8.360519
   13.458938   -13.214367    11.548983    -2.828593    -0.9344494
   -5.4849706    8.667627     4.4035153]"
Siavash-Ghomayshi-Sarab-192.mp3,"[-108.89484    147.49968    -26.263798    44.198383   -10.069833
   23.223904    -4.5853386    6.8211036   -8.24262      8.907669
   -3.656493    -1.0709244    1.0608891]"
Alireza_Ghorbani_Roozegare_Gharib_Alireza_Ghorbani_روزگار_غ.mp3,"[-192.8757     127.17708     -9.426522    18.127983   -15.650638
   12.162259   -14.563739     5.2131977   -5.128397    -6.6609025
   -8.682986    -1.7749288   -3.591371 ]"
Alireza Ghorbani - Mara Bebakhsh  مرا ببخش.mp3,"[-229.06648    148.51648     10.641583    36.80493     -4.025732
   20.84425     -7.2489963    5.571627    -2.8292246   -8.162166
   -9.23194     -8.307368    -2.0566113]"
